"gene_id"	"gene_name"	"gene_biotype"	"gene_seq_start"	"gene_seq_end"	"seq_name"	"seq_strand"	"seq_coord_system"	"description"	"gene_id_version"	"canonical_transcript"	"symbol"	"entrezid"	"diffExpressed_fac"	"Rhythmicity_fac"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"diffExpressed"	"Rhythmicity_lmrAMP"	"BH.Q"	"ADJ.P"	"PER"	"LAG"	"AMP"	"amp_lmr"	"GSM4037539"	"GSM4037545"	"GSM4037540"	"GSM4037546"	"GSM4037541"	"GSM4037547"	"GSM4037542"	"GSM4037548"	"GSM4037543"	"GSM4037549"	"GSM4037544"	"GSM4037550"
ENSMUSG00000027999	Pla2g12a	protein_coding	129878606	129895825	3	1	chromosome	phospholipase A2, group XIIA [Source:MGI Symbol;Acc:MGI:1913600]	ENSMUSG00000027999.15	ENSMUST00000029629	Pla2g12a	66350	DOWN	Rhythmic	-1.62977999932039	2.71191016501293	-7.67344005877546	2.01940842637704e-07	2.71105581241118e-05	7.29329286739298	DOWN	Rhythmic	0.030775311857106	0.000944364277697611	24	10	0.550774902702071	0.629427931733527	3.59244833145656	2.82229820376549	3.36768800317896	3.14478975109581	4.07634916366097	4.18903236132343	3.60121154098148	3.99815307889611	3.31342073874223	3.12220612161532	2.73528809046236	2.64300030196597
ENSMUSG00000028150	Rorc	protein_coding	94372794	94398276	3	1	chromosome	RAR-related orphan receptor gamma [Source:MGI Symbol;Acc:MGI:104856]	ENSMUSG00000028150.14	ENSMUST00000029795	Rorc	19885	UP	Rhythmic	1.57686970143324	7.13956139336746	15.7416315168074	7.83399627280427e-13	1.38225268522008e-09	19.3038994618999	UP	Rhythmic	0.0128718133718134	4.1686708353375e-05	24	18	1.3794599910428	1.35494999107064	5.79643260089711	6.06726041495948	4.45479312987536	5.11294068852593	5.16399773552411	5.46637467095267	6.37610634006145	6.16052903717436	7.22518089887012	7.24864563076735	7.60244896474355	7.18867746366212
ENSMUSG00000091898	Tnnc1	protein_coding	31208312	31211729	14	1	chromosome	troponin C, cardiac/slow skeletal [Source:MGI Symbol;Acc:MGI:98779]	ENSMUSG00000091898.8	ENSMUST00000169169	Tnnc1	21924	UP	Rhythmic	1.54152305852108	0.902872531705418	6.40535469032065	2.82150807221315e-06	0.00023825883066324	4.67060828319955	UP	Rhythmic	0.0170023952852236	0.000136283469616803	24	18	2.01113870970243	1.9850747185802	-1.1653860914796	0.000137801039644808	-1.88902083073424	-2.01398059314901	-2.21459516809402	-1.7021798641981	0.0944708602749571	0.543314473022492	1.67879354759511	1.88065337265309	1.19791180637035	0.43390190434162
ENSMUSG00000021775	Nr1d2	protein_coding	18204054	18239127	14	-1	chromosome	nuclear receptor subfamily 1, group D, member 2 [Source:MGI Symbol;Acc:MGI:2449205]	ENSMUSG00000021775.11	ENSMUST00000090543	Nr1d2	353187	UP	Rhythmic	1.53547813391007	6.17415622162401	10.421846909674	1.36523379574291e-09	4.55729800303261e-07	12.2163098360012	UP	Rhythmic	0.0406187455954898	0.00212121212121212	24	11	1.84209438988238	2.15773292448451	3.94072418549047	2.9815228186359	5.91197079333079	5.67181698088566	7.15696144561698	7.40327221569943	7.16481725436725	7.04050306202742	5.80469303731038	6.0028938076134	3.36414641410346	3.42248829840388
ENSMUSG00000034220	Gpc1	protein_coding	92831645	92860779	1	1	chromosome	glypican 1 [Source:MGI Symbol;Acc:MGI:1194891]	ENSMUSG00000034220.7	ENSMUST00000045970	Gpc1	14733	DOWN	Rhythmic	-1.53519087565044	1.82386383088382	-8.52024299920744	3.91231231167673e-08	7.10602490610578e-06	8.91957769485343	DOWN	Rhythmic	0.030775311857106	0.000944364277697611	24	14	0.671582160346936	0.623620595577703	2.43726626800923	2.4496670164332	3.08340419651483	3.61606989489722	3.69164283060302	3.55412241135219	4.12094713248292	4.27934968321015	4.30693391159112	3.92447931473342	3.17118653307246	3.62755119622598
ENSMUSG00000044734	Serpinb1a	protein_coding	32842092	32851185	13	-1	chromosome	serine (or cysteine) peptidase inhibitor, clade B, member 1a [Source:MGI Symbol;Acc:MGI:1913472]	ENSMUSG00000044734.16	ENSMUST00000076352	Serpinb1a	66222	UP	Rhythmic	1.50063604672631	1.22028005054964	4.69433457754025	0.000134796513550178	0.00455393853769872	0.829855439940518	UP	Rhythmic	0.0406187455954898	0.00212121212121212	24	2	0.750053775886298	0.99109782595545	1.75060144510762	1.50980327531002	1.24396347414058	1.38614912440624	0.246439791580572	1.07209710574658	0.122028603705539	0.449067052942468	-0.253397623476018	-0.915257489409182	0.919620127344301	1.1561381804982
ENSMUSG00000056148	Rdh9	protein_coding	127776386	127792697	10	1	chromosome	retinol dehydrogenase 9 [Source:MGI Symbol;Acc:MGI:2143528]	ENSMUSG00000056148.8	ENSMUST00000052652	Rdh9	103142	DOWN	Rhythmic	-1.49794576230415	2.17523204080232	-9.44797051712206	7.20676289295479e-09	1.70452193369903e-06	10.587381009286	DOWN	Rhythmic	0.030775311857106	0.000944364277697611	24	12	0.902647268870709	0.922197981756258	2.21670293231898	2.1895275054356	2.30982353491869	2.68024499734045	3.46606351511159	3.81027997854022	3.73988301139679	3.8810524012428	3.39214914199947	2.97513965035729	2.17808873049932	2.1387801334474
ENSMUSG00000024365	Cyp21a1	protein_coding	34801348	34804561	17	-1	chromosome	cytochrome P450, family 21, subfamily a, polypeptide 1 [Source:MGI Symbol;Acc:MGI:88591]	ENSMUSG00000024365.9	ENSMUST00000025223	Cyp21a1	13079	NO	Rhythmic	-1.47534284736625	-0.934937209009912	-2.89056877313753	0.00896052233567943	0.0940283868886803	-3.25007002123477	NO	Rhythmic	0.030775311857106	0.000944364277697611	24	18	0.850631914191432	1.84263702781384	0.383888779604031	0.335930952300492	-3.00251880470779	-2.12403587144681	-2.3114114592103	-1.56792509753128	-0.228767237670724	0.0979483187992845	1.69408482422062	0.966557222724785	0.670297238011902	0.458838215249101
ENSMUSG00000031016	Wee1	protein_coding	110122046	110143286	7	1	chromosome	WEE 1 homolog 1 (S. pombe) [Source:MGI Symbol;Acc:MGI:103075]	ENSMUSG00000031016.9	ENSMUST00000033326	Wee1	22390	UP	Rhythmic	1.45296490513778	3.86815256810877	9.85948843939957	3.52020526714485e-09	9.6617900565569e-07	11.2904504542514	UP	Rhythmic	0.0170023952852236	0.000136283469616803	24	14	1.83714184348043	1.7967235828483	1.7306951246908	1.90576728774575	1.58424605444226	2.01778934127214	3.75996826076075	4.81618105157362	5.31949256567011	5.01202179937235	4.65491324727014	4.84287267147849	3.49681529903696	3.10135815043719
ENSMUSG00000020889	Nr1d1	protein_coding	98767932	98775333	11	-1	chromosome	nuclear receptor subfamily 1, group D, member 1 [Source:MGI Symbol;Acc:MGI:2444210]	ENSMUSG00000020889.11	ENSMUST00000064941	Nr1d1	217166	UP	Rhythmic	1.44380379761365	4.46381231893596	4.69268618369465	0.000135316609451496	0.00455393853769872	0.826049195926955	UP	Rhythmic	0.0406187455954898	0.00212121212121212	24	9	3.75836704325533	3.43069971886913	1.55244682353074	0.846371200685795	6.92628717441749	6.232795131775	6.8675804684785	7.08231487449484	5.19047158348299	5.01372948608623	2.7545796363247	3.15826716976768	0.18617035529884	0.88564182123253
ENSMUSG00000038370	Pcp4l1	protein_coding	171173262	171196268	1	-1	chromosome	Purkinje cell protein 4-like 1 [Source:MGI Symbol;Acc:MGI:1913675]	ENSMUSG00000038370.6	ENSMUST00000111332	Pcp4l1	66425	UP	Rhythmic	1.3931860776117	3.41402929504921	7.98435674210808	1.09323035448786e-07	1.64664489125361e-05	7.90212739909093	UP	Rhythmic	0.0224306481652453	0.000383197049863717	24	18	0.76490207804422	0.789769279325881	2.72368236863707	2.51661212728254	2.26333370507492	2.45882294771532	1.83711015496667	1.91787750305193	3.22391958275138	3.09783395228282	3.63670942948267	4.03792191885231	3.54055784037282	3.28586864971027
ENSMUSG00000030806	Stx1b	protein_coding	127803900	127824549	7	-1	chromosome	syntaxin 1B [Source:MGI Symbol;Acc:MGI:1930705]	ENSMUSG00000030806.6	ENSMUST00000106267	Stx1b	56216	DOWN	Rhythmic	-1.2116079556763	1.37549862100484	-3.42487006401103	0.00264416227890287	0.0396817111867914	-2.08343563856452	DOWN	Rhythmic	0.0224306481652453	0.000383197049863717	24	4	1.04796663801647	1.23631435347309	3.16513338686701	2.28121085568595	3.72742081092269	3.48218991341128	2.85191729443388	1.77544892176542	1.39887139174039	1.46429228927737	0.813672138933746	0.988177479908175	2.06400145772924	2.75033887670525
ENSMUSG00000029009	Mthfr	protein_coding	148039077	148059551	4	1	chromosome	methylenetetrahydrofolate reductase [Source:MGI Symbol;Acc:MGI:106639]	ENSMUSG00000029009.17	ENSMUST00000069604	Mthfr	17769	DOWN	Rhythmic	-1.19556519304365	3.45515855988829	-9.04468217413101	1.48370340672106e-08	3.15952082351927e-06	9.87671184394939	DOWN	Rhythmic	0.030775311857106	0.000944364277697611	24	22	0.816899612288833	1.30591640395531	5.30119937195471	5.49778861821819	4.99032034355331	5.18305700774167	3.3792551502888	3.20650508948511	3.35556064610204	3.43318611685727	4.9106165073901	4.44009035456725	5.55841874352141	5.6710927428005
ENSMUSG00000022389	Tef	protein_coding	81802421	81826863	15	1	chromosome	thyrotroph embryonic factor [Source:MGI Symbol;Acc:MGI:98663]	ENSMUSG00000022389.15	ENSMUST00000023024	Tef	21685	UP	Rhythmic	1.18557375695072	7.27522547794664	10.1479002701299	2.15594526918089e-09	6.82771282555208e-07	11.7702347685799	UP	Rhythmic	0.0224306481652453	0.000383197049863717	24	13	1.61113546706755	1.60136067113879	5.26403314372432	5.22114711697054	5.84097629655899	5.45423600079347	7.88853479840379	8.11946592490623	8.16069474915632	8.32099041323686	7.50650312223685	7.67413451057859	6.36970601706465	6.06608417130641
ENSMUSG00000061718	Ppp1r1b	protein_coding	98348404	98357796	11	1	chromosome	protein phosphatase 1, regulatory inhibitor subunit 1B [Source:MGI Symbol;Acc:MGI:94860]	ENSMUSG00000061718.12	ENSMUST00000078694	Ppp1r1b	19049	UP	Rhythmic	1.1646793420073	3.50872650804453	9.87301436230286	3.43944403489169e-09	9.65467574430619e-07	11.3131875330978	UP	Rhythmic	0.0224306481652453	0.000383197049863717	24	21	0.480868243450971	0.595926682726374	2.71644414508522	2.79656730642654	2.07296281721708	2.08552256828654	1.51326708207882	1.49564055428284	2.15756791868869	2.37990969135147	2.56113239898197	2.45862608575504	2.8615493588505	2.84627325242796
ENSMUSG00000055866	Per2	protein_coding	91415982	91459324	1	-1	chromosome	period circadian clock 2 [Source:MGI Symbol;Acc:MGI:1195265]	ENSMUSG00000055866.9	ENSMUST00000069620	Per2	18627	UP	Rhythmic	1.16069144887267	5.56889158201126	8.56333089741288	3.60794292904648e-08	6.6510004651721e-06	8.99964368294998	UP	Rhythmic	0.0128718133718134	4.1686708353375e-05	24	16	1.70036914541883	1.63168117452172	3.66074047196301	3.92511764726727	3.75083738434415	3.74521937656389	5.10062275253624	5.21291000441379	6.0276736649497	6.32980275375933	7.24383788575554	6.81611900325781	5.77690686206479	5.50189347180908
ENSMUSG00000020038	Cry1	protein_coding	85131700	85185064	10	-1	chromosome	cryptochrome 1 (photolyase-like) [Source:MGI Symbol;Acc:MGI:1270841]	ENSMUSG00000020038.10	ENSMUST00000020227	Cry1	12952	DOWN	Rhythmic	-1.14217485427978	3.62041350213533	-9.68594875345416	4.75031582908212e-09	1.1973704245917e-06	10.9966437443738	DOWN	Rhythmic	0.0170023952852236	0.000136283469616803	24	22	0.98928042186162	1.32649191617242	4.7933755027649	5.29331120349385	3.86119019918178	4.18413474391123	2.8700835523976	2.70435205339985	4.0155717453029	4.03297457783963	5.26024398876866	4.77009971795489	5.6644888244987	5.8305196651031
ENSMUSG00000002250	Ppard	protein_coding	28232700	28301474	17	1	chromosome	peroxisome proliferator activator receptor delta [Source:MGI Symbol;Acc:MGI:101884]	ENSMUSG00000002250.16	ENSMUST00000002320	Ppard	19015	DOWN	Rhythmic	-1.12353107863391	3.7461918519733	-6.09779104604733	5.5211896720543e-06	0.000408336608620016	4.0023190069223	DOWN	Rhythmic	0.0406187455954898	0.00212121212121212	24	22	1.28620698052474	1.3701560641052	5.5238625242856	5.57210741195676	4.95798214754841	5.35135383276287	3.1133317637905	3.15124593734813	3.79184368987556	3.70489116840857	3.80609044576418	3.68397628419047	5.94370984495732	5.77582537168722
ENSMUSG00000008999	Bmp7	protein_coding	172868012	172940321	2	-1	chromosome	bone morphogenetic protein 7 [Source:MGI Symbol;Acc:MGI:103302]	ENSMUSG00000008999.7	ENSMUST00000009143	Bmp7	12162	DOWN	Rhythmic	-1.09936405089593	0.871064871104461	-5.81596050880995	1.03181482681793e-05	0.000653535637232218	3.38002663574649	DOWN	Rhythmic	0.030775311857106	0.000944364277697611	24	14	0.509719754833699	0.617345085633654	0.89154926759072	0.621342110830841	0.775615072548334	0.466886595834901	1.35129819949976	1.22073773674284	1.49646766284364	2.00724441691121	1.5888362483904	1.57572013782963	1.10980415753579	0.974026030956112
ENSMUSG00000025511	Tspan4	protein_coding	141475240	141493427	7	1	chromosome	tetraspanin 4 [Source:MGI Symbol;Acc:MGI:1928097]	ENSMUSG00000025511.15	ENSMUST00000026585	Tspan4	64540	UP	Rhythmic	1.09878097582347	6.07055155322891	10.5764783154206	1.05878613087679e-09	3.73630500070263e-07	12.4640309643999	UP	Rhythmic	0.0170023952852236	0.000136283469616803	24	18	0.801027467745457	0.906411387099706	4.62725169810287	5.04684103134105	4.2250599396879	4.25390930878195	4.3886331045051	5.13791672693392	5.4274839019017	5.48521589184737	5.87558480973463	6.16284610509225	5.82263972781999	5.46324723644493
ENSMUSG00000015568	Lpl	protein_coding	68880491	68907448	8	1	chromosome	lipoprotein lipase [Source:MGI Symbol;Acc:MGI:96820]	ENSMUSG00000015568.16	ENSMUST00000015712	Lpl	16956	DOWN	Rhythmic	-1.06723978331507	4.50491232243564	-8.60324561416975	3.34787523541975e-08	6.28307113591853e-06	9.07358361404936	DOWN	Rhythmic	0.0108015217106126	9.62000962000962e-06	24	4	0.621288795300565	0.71101064014445	5.78338845201183	5.94798301224569	6.03279161438291	6.05704966530555	5.74420671658682	5.66174568205932	5.03191666318809	5.23263767231942	4.90473125996267	4.69782173911845	5.05499764279608	5.30380366438935
ENSMUSG00000049685	Cyp2g1	protein_coding	26808892	26821205	7	1	chromosome	cytochrome P450, family 2, subfamily g, polypeptide 1 [Source:MGI Symbol;Acc:MGI:109612]	ENSMUSG00000049685.8	ENSMUST00000040944	Cyp2g1	13108	NO	Rhythmic	-1.00514702233521	-0.149047546643258	-2.32774106649011	0.0303877218368984	0.19772116544542	-4.38527487410463	NO	Rhythmic	0.0406187455954898	0.00212121212121212	24	8	1.44969200960594	1.28919424185608	-0.435325088283193	-0.896041318290912	-0.160943308874562	-1.35942722560866	0.664095617252068	0.797905836900069	-0.360663198944812	0.4928280291567	-1.66686643915444	-2.68719195187756	-1.71467406866829	-3.12686956729237
ENSMUSG00000027253	Lrp4	protein_coding	91457511	91513779	2	1	chromosome	low density lipoprotein receptor-related protein 4 [Source:MGI Symbol;Acc:MGI:2442252]	ENSMUSG00000027253.15	ENSMUST00000028689	Lrp4	228357	NO	Rhythmic	0.851535474699638	5.14045035906764	10.9954264423928	5.38731666021405e-10	2.07933587719699e-07	13.1207813538157	NO	Rhythmic	0.0224306481652453	0.000383197049863717	24	14	0.899098910724355	0.759505385153532	4.51703127803567	4.45122745790049	4.40560640265785	4.58764855563117	5.40474940526408	5.88071168392781	5.98287120548805	5.94067676702991	5.7298534822942	5.74145678418154	4.97144830186402	4.83260182745218
ENSMUSG00000038092	Hsd3b5	protein_coding	98618634	98630252	3	-1	chromosome	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 5 [Source:MGI Symbol;Acc:MGI:104645]	ENSMUSG00000038092.6	ENSMUST00000044094	Hsd3b5	15496	NO	Rhythmic	-0.809857233616785	7.59273420817171	-8.11099173510039	8.54609232459947e-08	1.3194098287641e-05	8.14619595802248	NO	Rhythmic	0.0170023952852236	0.000136283469616803	24	6	0.477399927405565	0.612463286764726	8.01949709226908	7.79467538799392	8.53799540294063	8.18611971568145	8.5073358113897	8.3360672243704	7.60735478184797	7.63586324233946	7.30993526753793	7.43540181787995	7.3443516402562	7.48858982994519
ENSMUSG00000039620	Trmt9b	protein_coding	36457548	36516570	8	1	chromosome	tRNA methyltransferase 9B [Source:MGI Symbol;Acc:MGI:2442328]	ENSMUSG00000039620.17	ENSMUST00000147525	Trmt9b	319582	NO	Rhythmic	-0.775450241521778	1.83980763052197	-4.60253523445293	0.000167075681958883	0.00530476027731148	0.617767527782789	NO	Rhythmic	0.0406187455954898	0.00212121212121212	24	3	1.03497449797383	0.992090820689645	3.17175743693197	2.94835666150167	3.02043261892945	3.19112150481123	2.04183694050469	2.25339218982119	1.4846816897568	1.22524590937037	1.49164141450602	1.27916740050853	1.81307042408615	2.27645579392455
ENSMUSG00000033066	Gas7	protein_coding	67455091	67688990	11	1	chromosome	growth arrest specific 7 [Source:MGI Symbol;Acc:MGI:1202388]	ENSMUSG00000033066.16	ENSMUST00000108682	Gas7	14457	NO	Rhythmic	-0.758267639501614	2.22836278712686	-4.71691288014146	0.000127872623269517	0.00440634270688943	0.881981301325569	NO	Rhythmic	0.0224306481652453	0.000383197049863717	24	2	0.711971153235396	1.01082395322419	3.95839979746868	3.77670920036264	3.65757832202568	4.109072470793	3.63174161959089	3.17141696635181	2.15446446557951	2.15970857544736	2.66084196351838	2.24583439408364	3.22395645812202	3.50427327878539
ENSMUSG00000056133	Unc93a2	protein_coding	7362815	7385464	17	-1	chromosome	unc-93 homolog A2 [Source:MGI Symbol;Acc:MGI:3712668]	ENSMUSG00000056133.5	ENSMUST00000070059	Unc93a2	667055	NO	Rhythmic	-0.754721194103475	0.194475934142076	-2.36371152752392	0.0281829372948407	0.189590119024279	-4.31656424872793	NO	Rhythmic	0.0406187455954898	0.00212121212121212	24	6	1.39473453705484	1.35467152200047	1.80645378299797	0.835335585361757	1.19044682090194	1.01828003850152	1.89264880996309	1.84743548924322	0.627810958885205	0.708364140586835	-0.78145076826161	-1.50911379302191	-0.778066113486813	-0.165998715215148
ENSMUSG00000053559	Smagp	protein_coding	100621339	100636940	15	-1	chromosome	small cell adhesion glycoprotein [Source:MGI Symbol;Acc:MGI:2448476]	ENSMUSG00000053559.13	ENSMUST00000066068	Smagp	207818	NO	Rhythmic	-0.73854298856857	3.79054036558077	-8.04056602006492	9.79779560197572e-08	1.493982388642e-05	8.01074046479313	NO	Rhythmic	0.0406187455954898	0.00212121212121212	24	3	0.790371975550441	0.725271035530356	4.59195379592859	4.77115100085461	4.66929203234617	4.59899670891139	3.99339809086435	3.90647249307591	3.2813543237577	3.47419902878554	3.53072625177222	3.20501763783913	3.88491560757604	4.20114902206339
ENSMUSG00000071633	Gm4952	protein_coding	12599974	12628251	19	1	chromosome	predicted gene 4952 [Source:MGI Symbol;Acc:MGI:3643569]	ENSMUSG00000071633.11	ENSMUST00000092931	Gm4952	240549	NO	Rhythmic	0.727328705110929	6.31279323601934	4.13829837301	0.000497121159209535	0.0118075835334557	-0.455718641115396	NO	Rhythmic	0.0224306481652453	0.000383197049863717	24	4	0.564424909009086	1.05216007674354	6.92297603922634	7.05923382773425	7.26194448867371	6.77392751043999	6.78544874256	6.82144566527549	5.71936542871778	5.95056777192294	4.98374187224829	5.10623855703059	6.41006499525875	6.32035707569494
ENSMUSG00000023963	Cyp39a1	protein_coding	43667425	43751431	17	1	chromosome	cytochrome P450, family 39, subfamily a, polypeptide 1 [Source:MGI Symbol;Acc:MGI:1927096]	ENSMUSG00000023963.10	ENSMUST00000170988	Cyp39a1	56050	NO	Rhythmic	0.718002283535742	4.92973095782199	5.06191353411051	5.73651003929244e-05	0.00233833780512544	1.67567882890665	NO	Rhythmic	0.030775311857106	0.000944364277697611	24	18	0.980688013785947	0.917909639269434	4.30731956560738	4.11754497377559	3.51101262031072	3.88301397864451	3.59020349568097	4.30908281621589	4.85420323451979	4.55103694766241	5.29220221243349	5.499159731553	5.34174586457752	5.30108031296506
