"gene_id"	"gene_name"	"gene_biotype"	"gene_seq_start"	"gene_seq_end"	"seq_name"	"seq_strand"	"seq_coord_system"	"description"	"gene_id_version"	"canonical_transcript"	"symbol"	"entrezid"	"diffExpressed_fac"	"Rhythmicity_fac"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"diffExpressed"	"Rhythmicity_lmrAMP"	"BH.Q"	"ADJ.P"	"PER"	"LAG"	"AMP"	"amp_lmr"	"amp_lmr_abs"	"Liver_WT_DD_CT0_A"	"Liver_WT_DD_CT0_B"	"Liver_WT_DD_CT0_C"	"Liver_WT_DD_CT0_D"	"Liver_WT_DD_CT4_A"	"Liver_WT_DD_CT4_B"	"Liver_WT_DD_CT4_C"	"Liver_WT_DD_CT4_D"	"Liver_WT_DD_CT8_A"	"Liver_WT_DD_CT8_B"	"Liver_WT_DD_CT8_C"	"Liver_WT_DD_CT8_D"	"Liver_WT_DD_CT12_A"	"Liver_WT_DD_CT12_B"	"Liver_WT_DD_CT12_C"	"Liver_WT_DD_CT12_D"	"Liver_WT_DD_CT16_A"	"Liver_WT_DD_CT16_B"	"Liver_WT_DD_CT16_C"	"Liver_WT_DD_CT16_D"	"Liver_WT_DD_CT20_A"	"Liver_WT_DD_CT20_B"	"Liver_WT_DD_CT20_C"	"Liver_WT_DD_CT20_D"	"Liver_WT_DD_CT24_A"	"Liver_WT_DD_CT24_B"	"Liver_WT_DD_CT24_C"	"Liver_WT_DD_CT24_D"	"Liver_WT_DD_CT28_A"	"Liver_WT_DD_CT28_B"	"Liver_WT_DD_CT28_C"	"Liver_WT_DD_CT28_D"	"Liver_WT_DD_CT32_A"	"Liver_WT_DD_CT32_B"	"Liver_WT_DD_CT32_C"	"Liver_WT_DD_CT32_D"	"Liver_WT_DD_CT36_A"	"Liver_WT_DD_CT36_B"	"Liver_WT_DD_CT36_C"	"Liver_WT_DD_CT36_D"	"Liver_WT_DD_CT40_A"	"Liver_WT_DD_CT40_B"	"Liver_WT_DD_CT40_C"	"Liver_WT_DD_CT40_D"	"Liver_WT_DD_CT44_A"	"Liver_WT_DD_CT44_B"	"Liver_WT_DD_CT44_C"	"Liver_WT_DD_CT44_D"
NA	Akr1c13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	UP	Non-rhythmic	2.39778259589197	3.29122115097449	16.583191093919	1.22645602294391e-29	6.96194154200513e-28	56.9123177827013	UP	Non-rhythmic	1	1	24	NA	0	0.0658445004700898	0.201374937750368	2.35612919527788	2.14170619510218	1.51606606258424	1.1938349073008	1.01839271872822	0.703710197298525	0.989823196450755	1.95021954915928	0.578643096299622	1.5543665896043	1.4214830899305	0.55512757224822	0.791752287746953	0.829953915927597	0.925339269284118	1.42672048275897	2.28355655847486	2.16100436473422	1.30235503420526	0.641070544872802	1.36122618728389	0.408377847349012	0.289509716857861	0.895462242731031	1.45282356973639	0.697109866682336	0.0719946684473918	0.550355085543993	1.32639284483922	0.308518965623158	0.955408902543771	0.404029256682734	0.876887016208606	0.0661732381449089	0.970274586459825	0.320138487208693	1.31881709168904	0.810410810854645	0.987461795843197	1.5401785923593	1.1116911199727	1.25212630413684	0.218958973425091	0.735327256731808	0.657945033177817	1.21345196423327	0.741676483561109	0.200599385073945
NA	Tmprss4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	UP	Non-rhythmic	2.39193074543147	1.46674563344784	14.0291710485969	9.16823541859759e-25	2.57689723658641e-23	45.6940495736889	UP	Non-rhythmic	0.901255355456646	0.662684709262653	24	19	0.371812876888818	0.233654044350388	0.208017145681192	1.83897578227927	2.15202593113952	2.09553520968143	2.24154786744081	0.975080410852822	1.70850391213253	0.986112578108644	0.86432798637838	2.44524280077824	1.09049144646584	1.05470341578397	1.50099418249068	2.0060169296563	2.4635451932192	2.67424303426858	1.72246247082253	1.86196247938505	1.64536958880983	2.46119536222239	0.951539439723189	2.62490318418012	1.00775448769402	2.8941946169098	2.8644970129672	0.66311508091245	0.94131394346671	1.85739110631357	2.61029654561708	1.53633539923266	1.734624278898	1.59147561572648	1.63615627401194	0.550154915032746	1.01390865995713	2.16995433913669	2.97281476150824	1.23585579572701	2.14006638881601	1.65709474814615	1.54726809905822	1.08249785080619	1.99270772079811	2.17144440956594	1.8852304976566	0.826828456503906	1.08003771266822	2.2149535592987	1.82442276882396
NA	Smpdl3b	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	UP	Non-rhythmic	2.30719500275139	1.49615038661885	19.7139854652553	3.98798594605526e-35	5.32856276022922e-33	69.5350063556692	UP	Non-rhythmic	1	1	24	NA	0	0.0570959396782587	0.050379579247229	0.828474831451296	1.23552627426119	0.670957064390632	0.950382922421098	-0.377453371576411	-0.32422324086225	-0.371102390612294	0.235259614178743	0.53832597521322	-0.266801924006197	0.594435422774039	0.982808297913058	0.651526088261593	0.362359447896447	1.34132282478176	0.417989692842182	0.524658549283568	0.917405671239763	0.632776715770601	0.770733927541565	0.922052014662698	0.407104136940367	-0.447583326895591	-0.411347034278177	-0.509481784830124	0.80539553599014	0.17148081924501	1.84703083087511	1.37618595199404	1.18818523067406	1.18441671350326	1.32947743604239	0.863454565543362	0.462685529981799	0.820068227647493	0.401984068355908	0.135138310938725	0.489083380222256	1.43191855324408	0.748641853478903	1.07155908825702	1.23874733786073	0.720607011178908	1.0050935738245	0.220999730187048	0.410578914673461	0.185340287557606	1.17952003264991
NA	Acot3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	UP	Rhythmic	2.18666708548117	5.01252506269357	11.3830213489886	2.26767274641485e-19	3.12614885755761e-18	33.2844086748619	UP	Rhythmic	2.730496948998e-06	1.67885477347718e-07	24	16	1.10455610805686	1.44955592657496	29.0905382894119	3.52181739874605	5.22388078543919	3.52759851402454	4.48091642434359	1.83802653194211	3.50559264392788	1.97529570080619	4.150710913211	2.39586109790743	2.90010623136726	5.1582228866845	6.40278239380793	6.13766656698028	5.88520208717204	5.53171704788441	5.29413326563221	5.94948894599172	5.39465325953365	6.35719367783978	5.99469295454802	5.12422667356996	5.47113749526051	6.29566999329483	4.34127991621189	5.57408682639175	4.42822494395467	5.53706320456748	4.91425919702148	4.75892381108129	3.22398074590915	4.8398588408322	4.12627771825406	4.40518988751544	5.14737974499498	6.18804444370954	5.17461741752308	7.16000230626344	7.81391255168699	6.65514694236598	6.92531829582214	6.90610446279534	6.69440522634255	5.96333114322566	6.98092939711013	6.49575128824424	6.70043176148832	5.52502337402878	4.95380145195088
NA	Orm2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	UP	Ambiguous	2.09375791749058	4.33272378702805	8.4131778837189	4.3622887996944e-13	2.75738560592037e-12	18.8629491412247	UP	Ambiguous	0.0867610920083973	0.0361829217333811	24	8	0.768332425839501	0.169589250148633	1.04016546600761	1.18832124820533	2.2037561047053	0.648799821480778	1.10541162210951	1.87700875792275	2.52851581296735	0.491965388995624	0.711947915745406	2.18128227359539	3.18407921659909	0.666976119761501	1.73538595851402	2.01851420692573	3.10736060953068	1.23802622559161	1.54588249544906	1.04504428157956	0.63460479799677	0.403237895759017	2.41990615903048	-0.269471686317404	0.626638029193316	0.164197674476797	1.71416314612718	1.45694383401379	1.76610755914781	0.884724727989895	1.04549728896886	0.521000712754203	1.32009106267972	1.44612786447315	-0.158405298940333	2.15036104462226	2.05071611189992	2.22634863500774	1.02683467122815	2.08582547615716	1.96324533841643	2.45973265012231	2.10176390076433	0.99358388927175	0.137494481272421	0.799604413762679	0.573987811962943	1.66353606219928	1.70802495362696	1.52579714706248	0.615574899515404
NA	Akr1c12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	UP	Non-rhythmic	2.07485728966041	3.24675911982971	15.7308584666577	4.73845252198045e-28	2.1323036348912e-26	53.2596955998623	UP	Non-rhythmic	1	1	24	NA	0.0616014785641389	0.0890907709807905	0.297329251265828	1.60840534488979	1.84279646585983	1.61921261902811	0.800961075700982	0.588006188907461	0.598286201006894	1.26679566986398	0.977830368789065	1.3548440535031	0.603123425408774	1.0021954193874	0.767219412180076	1.05994956544953	-0.113024235630764	0.951453436653467	1.34340573360629	2.16078051968034	1.43708044635074	1.70336525904591	0.0368743149806816	0.518036655345649	1.35340498981687	0.261480373882294	0.834303615585403	0.987915735862408	0.568785600646541	0.38693589418337	-0.615462164949623	-0.0729141685565833	0.863149965547209	0.217537714803181	1.25800853100318	1.24097859511219	0.992806201865019	0.404114574367757	0.710588460816653	-0.129537227848102	1.2168403076446	0.84197367510585	1.36833600663458	1.0803901524908	0.38288612267575	0.661682758539696	0.596501743482306	1.10710460356341	0.932697760166778	0.582130061660816	1.41605077149944
NA	Cyp4a12b	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	DOWN	Non-rhythmic	-2.05728628689053	5.99220628784199	-11.5494253726015	1.01855922711224e-19	1.49428832558612e-18	34.0836874059976	DOWN	Non-rhythmic	1	1	24	NA	0.167232774803077	0.0838830779406277	7.78230911037753	4.79612366944883	4.32872976332716	5.16978605308921	5.3017229420912	5.20886524295444	5.36007655242314	5.59150131748102	5.3659181572103	5.76765062904948	5.77960599544657	5.69322002516726	5.14826113411054	5.52048565210436	5.91205865361925	5.56767421853868	5.89653990426115	5.02344473126906	5.42364966446821	5.17438217853425	4.87642506796648	5.59131365740752	5.18989855070657	5.40892881207798	4.67458380534444	5.49509314168868	5.31014537732295	4.89363582973352	5.09636054673116	5.17975691446477	5.16986784680016	5.15331872130627	5.17900294983	5.17568289869139	4.82415416876265	4.30452790895158	5.10879188934989	5.51904738903268	5.61879352501028	4.77335968241528	4.36183335085117	4.30534622004991	5.35217715859316	5.23655013257088	5.87520938568817	5.10609367386161	5.2155777975853	5.70438458619214	5.40395190659486
NA	Cyp7b1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	DOWN	Non-rhythmic	-2.02436135831667	5.49588762268386	-13.2517288182259	3.26598399483531e-23	7.70789972694148e-22	42.1223669012339	DOWN	Non-rhythmic	1	1	24	NA	0.176125129128952	0.204482583923339	13.6032412165304	4.43865755697259	1.56639680300201	3.77970095032149	3.26397079615641	4.13860801892891	3.67926891606087	5.17110256869803	3.80523073753106	4.228289681599	4.53401516381629	3.62162187445052	3.29480328814142	3.88553375793685	3.5439804964318	4.11775916309913	3.52300426082146	2.82477051836068	4.06310988447822	2.60433279337326	3.79494345636871	3.39954836016948	3.37606490101175	1.80206811194873	4.53314625370494	3.90984071609131	3.66520078511947	3.34827422741214	3.33030551276364	3.33769445551593	3.85168998647466	3.33965532068632	3.68266921014717	4.86629370803998	4.69093098527434	2.9419352083095	3.91234256452218	3.99869810484397	3.42623263090267	3.85056352029499	3.94178742523185	3.27634169769702	3.43319221556335	4.48868082249722	4.22284010991918	3.58970537833259	4.39127358555572	3.56770589821801	4.06153497614833
NA	Hsd3b5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	DOWN	Rhythmic	-2.00259391403332	6.31400530214903	-11.0344216581601	1.22058375455108e-18	1.53412010250017e-17	31.6038949291915	DOWN	Rhythmic	1.23193410070665e-07	4.68092404413578e-09	24	8	0.401916361652355	0.752872605821112	109.382612382338	1.80562130407341	2.19568089956115	2.76178617309011	3.10220670010048	2.44889723544074	2.55243273120499	2.51930303198232	2.24996131358178	2.77681478696871	2.92330199746168	2.81384465523184	2.41140442476458	2.05144795035835	2.25500480030676	2.06163587143336	2.10661434922478	2.2041237982735	1.11636549227395	2.19034751507375	1.4183667675867	1.6392793815686	1.21603237611822	1.55784559023639	1.52077326222652	2.45387655702744	1.7651494653102	1.70421763490488	1.55249969779614	2.79917708724785	2.11234374867338	2.4427057593716	2.08606646281296	3.21151430534644	2.16573318681007	2.59470847787327	3.57321626744488	2.34108399563591	1.85554734339389	2.06253148881429	1.88008550267944	0.57145413629988	0.965413441584865	0.934888284232064	1.22578912539792	-0.375011625405302	1.24682238206369	1.22254261099669	1.7978883269652
NA	Serpine2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	DOWN	Ambiguous	-2.00212885836191	2.64024918605273	-17.3495061864439	4.96654271416752e-31	3.53560848135614e-29	60.1168795228674	DOWN	Ambiguous	1.67474979495081e-05	1.39417858577943e-06	24	22	0.218666834234981	0.377333792958411	3.7710261801629	2.63877201827219	2.58013629076182	2.82017182155869	3.04222642228153	1.65751857234888	1.89981294942716	2.98904794818533	2.4044261491854	1.98340423280261	2.18542470640988	2.55228718794763	2.38278931527804	2.49370582338289	2.25661370055989	2.23963824503676	2.41596088303482	1.97710325689548	2.56170292964972	2.5633563813572	2.34794072218503	3.22648716951369	3.04962854204694	3.03518431966566	2.35663426981319	2.92127304690011	2.59130459220931	2.22404675292021	2.96435902234445	2.590167981123	2.62088349898886	2.05841799731404	2.56575041762324	2.35175762670026	1.85168551374514	1.85829853910173	1.88272698911808	2.80500383217059	2.3178387700944	2.46740207350325	2.25031736753004	2.06967154713029	2.51852184451415	2.97726615816496	3.63388726232043	3.01594760357576	3.97962554869632	2.75430264884507	3.39668724252595
NA	Nat8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	UP	Non-rhythmic	1.99215094525466	7.04287212709658	20.3782848756732	3.18759671000607e-36	5.32389950507745e-34	72.0565391156064	UP	Non-rhythmic	0.194571110336725	0.099559472001889	24	20	0.049516031705115	0.251080068978747	12.7983502589869	4.32647795640095	3.45621979805671	4.41395200959436	3.96889525698438	3.68359430397142	4.04165799311956	3.67179484243388	3.89886901339211	4.05142877013476	4.00135673606077	4.09148545649138	3.85863987732704	3.45787591209427	4.35505667461565	3.78461123779803	4.80850602484392	3.62928411230747	4.07230740671822	3.11529869231335	4.6933689733685	3.74944158565485	4.8357590975682	3.33844665270367	4.09353204858933	4.70733959561591	4.75325540793479	4.36004065572325	4.7268470825511	4.63856748773403	4.45304440724738	4.13341191800469	4.26908921670947	4.20711606603333	4.09865375066708	4.33491656799894	3.98475379307306	4.45618809680912	4.17660500315624	5.21022656089478	4.86554158003677	4.81607033163384	4.93086776256357	4.83898020190857	5.36179612778547	5.03286448934596	5.45700863374216	5.58874511899839	4.82137303331358
