"gene_id"	"gene_name"	"gene_biotype"	"gene_seq_start"	"gene_seq_end"	"seq_name"	"seq_strand"	"seq_coord_system"	"description"	"gene_id_version"	"canonical_transcript"	"symbol"	"entrezid"	"diffExpressed_fac"	"Rhythmicity_fac"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"diffExpressed"	"Rhythmicity_lmrAMP"	"BH.Q"	"ADJ.P"	"PER"	"LAG"	"AMP"	"amp_lmr"	"amp_lmr_abs"	"Liver_WT_DD_CT0_A"	"Liver_WT_DD_CT0_B"	"Liver_WT_DD_CT0_C"	"Liver_WT_DD_CT0_D"	"Liver_WT_DD_CT4_A"	"Liver_WT_DD_CT4_B"	"Liver_WT_DD_CT4_C"	"Liver_WT_DD_CT4_D"	"Liver_WT_DD_CT8_A"	"Liver_WT_DD_CT8_B"	"Liver_WT_DD_CT8_C"	"Liver_WT_DD_CT8_D"	"Liver_WT_DD_CT12_A"	"Liver_WT_DD_CT12_B"	"Liver_WT_DD_CT12_C"	"Liver_WT_DD_CT12_D"	"Liver_WT_DD_CT16_A"	"Liver_WT_DD_CT16_B"	"Liver_WT_DD_CT16_C"	"Liver_WT_DD_CT16_D"	"Liver_WT_DD_CT20_A"	"Liver_WT_DD_CT20_B"	"Liver_WT_DD_CT20_C"	"Liver_WT_DD_CT20_D"	"Liver_WT_DD_CT24_A"	"Liver_WT_DD_CT24_B"	"Liver_WT_DD_CT24_C"	"Liver_WT_DD_CT24_D"	"Liver_WT_DD_CT28_A"	"Liver_WT_DD_CT28_B"	"Liver_WT_DD_CT28_C"	"Liver_WT_DD_CT28_D"	"Liver_WT_DD_CT32_A"	"Liver_WT_DD_CT32_B"	"Liver_WT_DD_CT32_C"	"Liver_WT_DD_CT32_D"	"Liver_WT_DD_CT36_A"	"Liver_WT_DD_CT36_B"	"Liver_WT_DD_CT36_C"	"Liver_WT_DD_CT36_D"	"Liver_WT_DD_CT40_A"	"Liver_WT_DD_CT40_B"	"Liver_WT_DD_CT40_C"	"Liver_WT_DD_CT40_D"	"Liver_WT_DD_CT44_A"	"Liver_WT_DD_CT44_B"	"Liver_WT_DD_CT44_C"	"Liver_WT_DD_CT44_D"
NA	Ppard	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	DOWN	Rhythmic	-1.70215314875145	3.68278746614117	-16.2484302738483	5.09536700059551e-29	2.66585918073325e-27	55.4887947888699	DOWN	Rhythmic	1.52407071469209e-05	1.24593000279952e-06	24	0	0.877438501921383	1.11946607007705	26.5497265648606	6.26128911490293	6.23152321749908	6.125074092279	6.62533680668974	4.23504878504181	4.49732732310664	4.06954467101581	4.48069185590586	3.66930811613606	3.49956259230706	3.71428623917544	3.39971211828836	4.16107157275899	4.34707416294476	3.83053675555707	4.02713386415136	3.87428233808855	4.50900641543203	3.756343833728	4.539024010318	5.51627151516133	4.86728312200515	5.75589707855924	5.88265832370886	5.59895108748651	6.40601454164333	5.7743505382722	6.31577877364986	4.56600761237005	4.33212312302669	3.81637558994914	4.10109994840431	3.57701362570182	3.92496454018891	3.96586456991212	3.1726028453063	4.11027045937831	3.6856755722191	4.11345123024395	4.10785476954785	3.78401434741747	3.88875175483621	3.91214143014771	3.45828563407717	3.85505771799083	3.92791556805335	5.61998447330184	5.17458268989602
NA	Rgs16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	UP	Rhythmic	1.6917770863865	3.68622773742681	7.86856097937338	6.08270420286452e-12	3.32462466972174e-11	16.2462626432239	UP	Rhythmic	5.3253601651169e-09	1.20794007199543e-10	24	10	1.72326318069525	2.38826586052524	33.2472063907926	2.33783900551565	1.81425152701644	1.34542597553606	1.15359920907419	2.32910998679623	2.46362947410111	1.81662712811316	3.23412356884426	5.20502125305398	5.07471444721197	7.13006782119315	6.89963110751244	4.76508273967084	4.91276432426886	5.01042150274405	5.51807072705634	3.09585124132207	1.87808260055071	3.41289458444654	3.79076020665763	0.733971069993114	1.7769925782097	0.637628526167054	2.43684149078894	2.60555125192865	1.90235558795605	3.6547821062763	2.95266400387733	3.30395049692436	4.79554428876316	4.89523396975209	3.85673199826567	6.65523002142636	6.78216616212437	5.78207611244196	4.76723289201404	5.55287774674076	6.40765319486011	6.82132301413484	6.85840422963798	2.64601439357959	3.40363554142133	3.23588414260134	2.54098381992878	3.00700396185047	2.50837801374806	3.33992348657555	1.29869362525505
NA	Elovl3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	DOWN	Rhythmic	-1.6745756456188	7.17210119719826	-9.0216158316089	2.24567974267181e-14	1.63484732314373e-13	21.8134999917594	DOWN	Rhythmic	5.68979369918021e-13	1.83436066294814e-15	24	2	1.15945768892793	1.68458538072251	575.912331074444	4.5089931888668	4.73693725733178	5.57034996613549	5.5034061488674	4.6934653120445	4.79365192010199	4.68966473877704	4.79777448096668	4.32184253125655	3.70650953841501	3.40498471825128	3.32407348487029	2.1039684914796	1.92084214622991	1.91987674963548	1.82391098705837	2.57201765377798	1.87479071808937	2.09501106761474	2.14476298190258	4.63507479146538	4.18435885033912	4.30628154270978	3.58631500217768	5.26331710842227	5.46185597336161	5.07297172366724	4.87483757785257	5.49197799726862	4.80529292769358	4.98451480211867	5.27516345773302	3.66956332932667	3.47078540161064	4.0376481439341	3.83151374344835	2.30915619576456	2.62054871133121	1.7218982380163	1.90875042948027	2.21034261228795	2.54760378584068	2.10115441987084	2.83856313146403	3.01486239095634	4.61905421299118	4.9206797025046	3.64788755205137
NA	Cdkn1a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	DOWN	Rhythmic	-1.63291195534669	2.91726099468633	-12.9817738877891	1.14737065728987e-22	2.56167459089012e-21	40.8664854987965	DOWN	Rhythmic	2.20228055540784e-10	2.63715806289482e-12	24	0	1.75225647062369	1.70653156507368	28.4926856621668	8.79127733576073	8.06845503389441	7.88287103978532	8.08081065843625	7.29057949125178	6.11393514034024	5.68976566275353	6.89940462108465	4.98279263604711	5.09837093067082	5.06939646966301	4.58381515882652	5.41025875974259	4.68777076449467	5.06103700955282	5.14787046607214	6.23828627717759	6.74668756626621	5.77894238107508	7.04712704444407	6.64133608444051	7.62593533158418	7.38523709954404	8.68631355140003	8.07871946722084	8.67617994982008	8.33380745294603	8.74102598778383	6.95493064142105	7.16073648862922	6.79741042461032	7.07256737897669	5.14409774624989	4.89216515559992	5.39237711151489	4.86019165040844	5.56896647324257	4.8741169750385	6.0244826040872	6.07852274454234	6.28588727212096	6.72954089781894	5.6436590592476	7.39689957476404	6.94956920070869	8.42754524234003	8.22718698597621	7.10352980082444
NA	Ciart	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	UP	Rhythmic	1.61068480676734	2.82745392731453	14.1057262798316	6.47339592650196e-25	1.85549318883398e-23	46.0419906990621	UP	Rhythmic	6.92856931142012e-13	2.3135119174575e-15	24	14	2.71420295364597	2.64167629046059	22.2323207531878	0.297114334163913	0.652328315822875	0.798458706513834	0.0349207131565143	0.151413805916835	0.683803446047499	1.6482720635868	1.78665899058232	3.13497683103447	4.67832638277048	4.66799026264353	5.49089392705183	5.77211377331242	5.67908760331212	5.70016514711839	5.15963151586604	4.1735632650985	4.07436068182688	4.64357912145382	4.37738006703076	1.76102532222685	1.48087425308202	2.03961755891515	1.51312160724467	0.243541730963591	0.743671769053786	1.10007669169596	1.15502681682576	0.96090393145735	0.804144653640767	0.657321760842941	2.54375904438094	3.91297632363542	3.70629207781436	4.42896534584787	4.36602705140436	5.90222834014538	5.46079901031997	5.40048007963416	5.91940125854988	4.01622048245866	2.17798053325462	4.246759759239	3.8373619735603	1.34152189570448	1.43643319687706	1.7292741395225	1.90528690868506
NA	Pck1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	DOWN	Rhythmic	-1.55998803698174	10.5072920121789	-10.7340991856501	5.23638885599178e-18	6.0962516373041e-17	30.1503270603684	DOWN	Rhythmic	2.04247031371881e-05	1.74262579443366e-06	24	12	0.633739661696692	0.938719888455489	2409.33651159653	11.2672654148482	12.2226378885513	12.5726991197251	11.1114674136423	12.4881071518556	12.6457302329095	13.1189281182438	13.1256877912269	13.1188811131365	13.0490260504127	13.3299213196443	13.2296301824857	14.0013307964249	13.6266174751819	12.8931571896732	13.4464604663357	12.6587780738179	11.3692071258981	12.2370951837596	12.7365488204203	10.8949009080497	12.0970129241975	11.765609596201	12.0746750778108	12.6159425237068	11.9854026666627	12.645855687487	11.8519557766745	12.4476369659194	11.284853613247	13.0000214431632	12.4552347591784	12.5573154029759	13.506164184537	13.1096372400569	13.9107968005413	13.4648916965875	13.8432043773687	13.8372067019731	13.9082253255317	11.9905525357265	11.0378135236819	12.4537305056203	12.8766208731697	12.383400123562	13.0912476593783	12.5677362887911	11.3023959045695
NA	Mthfd1l	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	UP	Rhythmic	1.50921010125212	1.76441216339367	13.0798892398792	7.26066328506839e-23	1.66196185928012e-21	41.3238360780903	UP	Rhythmic	4.05961706364157e-08	1.25738283260746e-09	24	16	0.558990746549348	0.877222600131912	1.68166711084787	1.8753287469822	1.83903904431952	2.86235966825995	2.98245290162052	0.99857679667495	1.69995042978821	1.6977419119055	1.52398287472146	2.42492881512147	2.14404357274549	3.01263297217433	2.31129988278052	2.64810952787905	2.44590337550018	2.93457586775664	2.54517741408097	4.26413722443972	3.47456156362971	4.18899531020586	3.47016764411853	2.16504622415708	2.69803819532	3.2524974882236	2.25331235255829	2.00254148515194	2.11681879547664	1.88211020380353	2.62917157785849	0.248962833872459	1.04046049558459	2.41916799757278	1.20668137048062	1.97711751029321	2.3498256257607	2.36874130642037	1.91547842830481	3.47033311365253	4.24698999869219	3.28636127077775	2.94831909682945	3.40440153825572	2.60795097091437	2.78691486157227	2.97065628082532	3.36994310587367	1.75389863113571	2.4861819972167	3.76228525332611
NA	Pdzk1ip1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	UP	Rhythmic	1.50879824660758	4.10250891410283	11.6759693841054	5.54985634197298e-20	8.41195503141977e-19	34.6901327816857	UP	Rhythmic	0.000224682154699579	2.84830227201193e-05	24	6	0.476409299212169	0.649848588463562	5.77229894895313	3.11417758391733	2.99131076657084	2.8929280488904	1.90906089555985	3.76271779629437	3.69602044103428	2.3301075305036	2.55176063914651	2.48196921078961	2.18090033401089	2.9015347800058	3.60422938240735	2.01469911534596	3.23335836403174	2.14294361476143	3.1512872962995	2.21704174298818	1.60452075321746	2.80830365064146	1.95919304284465	1.65623590075938	3.07810828605963	2.44826178875046	2.38786672316769	2.68540210341164	1.78509950954607	3.09665193882362	3.62577230160291	3.33234770697511	4.01599008710766	2.71491110992936	3.85013889782056	2.96803565496753	2.44588567031567	3.46084536664564	2.44982394302628	1.84813140288936	1.6853847182633	1.84579936498567	1.94022855053278	1.49057347180764	2.20919962502176	2.09853685397113	1.60016148153055	2.04354279539419	1.87687156350187	2.18078334868831	0.639167477667676
NA	Ttc39a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	UP	Rhythmic	1.39630263262941	1.73775007565084	12.2322627768927	3.90863172684871e-21	6.99927145313011e-20	37.3405943734792	UP	Rhythmic	5.14266227545801e-08	1.69349615518824e-09	24	18	0.684326462513022	0.811983655893072	1.50222242550181	2.41378568698814	1.73996724771573	2.56937122516611	2.64904935318379	1.84366596832116	0.58384939128098	1.20543864618453	1.49528251224156	1.54757934518571	2.4160314714473	1.67931247597341	1.38176876585005	1.49759843788088	2.98487850438095	2.19542805634765	2.19163543171821	3.63130652234534	1.56263344262146	2.54874829917352	3.18874790801863	2.83013007497342	2.17630678968574	2.83726249585374	2.96106369768277	1.4439235486315	2.03432930721363	1.98311246328892	2.14591086587819	0.6867461755262	0.5750869866273	0.502602722304224	0.684916034692898	2.18018167023391	1.37547153375616	1.31081791181541	1.69939800476379	1.56548193291112	2.62445072480129	2.62388216153729	2.27311717257802	2.58347104599272	3.12224493888596	2.514909171654	2.46734755745599	2.27515510386189	2.20868757743147	2.82063063647489	2.57376427337226
NA	Npas2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	DOWN	Rhythmic	-1.35318270036912	-0.0520618409152377	-12.867875839977	1.95414229038782e-22	4.22182233632294e-21	40.3343010996622	DOWN	Rhythmic	1.69562103761615e-10	1.81569092110883e-12	24	2	1.23711187532564	1.78121825735147	3.67761631369357	2.66010400569969	3.29974795299009	3.44207344410943	2.54746486459118	2.47313440135665	1.95303810441803	1.58777162451822	1.93071837193752	0.279370276945198	0.120476988554922	-0.267776984262303	-0.715274259407007	-0.682810721298531	-0.541124899488673	-0.659207807177776	-0.547864055106139	-0.679770141928841	-0.0670102470109424	-0.72838381135013	-0.603359330804181	0.677359446045485	0.131192166206516	0.848327393128943	0.5370011370888	2.13809864850357	2.35751739163744	3.17129354584557	2.11459828639321	2.99868247125652	2.48777285317227	1.47163185893691	1.75203319057671	0.309430926853039	-0.611647692360824	-0.57635187827371	-0.192464730423616	-0.728460833433599	-0.667832838531151	-0.50437988948163	-0.498923909071207	-0.0879160408696715	-0.643860487801936	-0.611664503753995	-0.832158801068972	0.727385309474503	0.156871600004643	1.32303653314775	-0.75884680765719
NA	Chka	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	DOWN	Rhythmic	-1.33433222775718	5.51997076602929	-18.3151179934286	9.70946966738334e-33	9.58258455241185e-31	64.0480188670428	DOWN	Rhythmic	1.22853809762647e-18	4.24365491408107e-22	24	0	1.5232154293524	1.75851856035945	169.897807346463	8.4171944381496	8.68102663937086	8.41035103231815	9.086187680952	7.71865086387746	7.57934520032328	7.82402434637768	7.72176310170715	5.80051040749948	5.39614808207516	5.06629677742487	5.61302999628239	5.5409324613814	5.00363225757923	5.06112633514991	5.42026659169069	6.41841665273572	6.43246844497186	5.9826207652907	6.4745313414483	7.9546623261056	7.33769229831775	7.81655653672426	7.87272840608074	8.36432211094201	8.46790211698166	8.05974803390787	8.50829262071445	7.62209966118681	8.07667593998418	7.32955606338733	7.18177183830702	6.06239377729179	5.73874206212576	5.3232366936823	5.87981765030037	4.66489616833576	5.05667246020773	4.87843643633107	4.80095781284352	6.47015211906647	6.51421912746504	6.23762883305653	6.36956322292916	8.2870970503715	7.71636088975034	8.32472341215028	7.88179393344024
